nb_avis,email,created_at,score,rating,prenom,ne_plus_contacter,adresse,ecarte,data_extra,note,updated_at,source,id,telephone,statut_meta,liste_id,entreprise,statut,ville,secteur,nom,site_web
119,,2026-09-14T14:46:32,0,5.0,,0,"
119 Rue Garibaldi, 69006 Lyon, France",0,"{""legacy_id"": 359, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/L%27AGENCE+%7C+Agence+Immobili%C3%A8re+Lyon/data=!4m7!3m6!1s0x47f4eb9877f378df:0x1985b396281c37fd!8m2!3d45.7646947!4d4.8515911!16s%2Fg%2F11pxlcgcrc!19sChIJ33jzd5jr9EcR_TccKJazhRk?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:18:25"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 0, ""ia_opportunite"": 1, ""ia_signaux"": ""Site moderne""}",Not Found The requested URL was not found on this server. Apache/2.4.54 (Debian) Server at www.lagencell.fr Port 80,2026-09-17T12:02:04,legacy_maps,6608,+33478656510,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",146,L'AGENCE | Agence Immobilière Lyon,qualifie,Lyon,immobilier,L'AGENCE | Agence Immobilière Lyon,https://www.lagencell.fr/
1,contact@greenhomeimmobilier.fr,2026-09-14T14:46:32,25,4.8,,0,"
1 Rue Fondère, 13004 Marseille, France",0,"{""legacy_id"": 385, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""estimation immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/Green+Home+Immobilier+Cinq+Avenues+-+Agence+Immobili%C3%A8re+Marseille+4/data=!4m7!3m6!1s0x12c9bf613b62bb17:0x54426a0f96d9dd76!8m2!3d43.301987!4d5.39819!16s%2Fg%2F11hcz1j7r9!19sChIJF7tiO2G_yRIRdt3Zlg9qQlQ?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0496124845, 0181850001"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""contact@greenhomeimmobilier.fr\""], \""phones\"": [\""0496124845\"", \""0181850001\""], \""siret\"": \""83501818500016\"", \""rcs\"": null, \""capital\"": null, \""adresse\"": \""1 rue Fondère 13004 Marseille Téléphone\"", \""editeur\"": \""Ce site est édité par : Green Home Immobilier Adresse\""}"", ""date_scraping"": ""2026-06-01 20:19:59"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 25, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_og(+5); no_webp(+5)"", ""ia_reco"": ""a_verifier""}","Editeur: Ce site est édité par : Green Home Immobilier Adresse | SIRET: 83501818500016 | Adresse: 1 rue Fondère 13004 Marseille Téléphone | Email: contact@greenhomeimmobilier.fr | Tel: 0496124845, 0181850001",2026-09-17T12:02:04,legacy_maps,6605,0496124845,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,Green Home Immobilier Cinq Avenues - Agence Immobilière Marseille 4,qualifie,Marseille,immobilier,Green Home Immobilier Cinq Avenues - Agence Immobilière Marseille 4,http://www.greenhomeimmobilier.fr/
28,coralinebetta@live.fr,2026-09-14T14:46:32,15,4.9,,0,"
28 Bd Bara, 13013 Marseille, France",0,"{""legacy_id"": 384, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""estimation immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/ART+DE+L%27IMMOBILIER+-+agence+immobili%C3%A8re+Marseille+13013+Allauch+Plan+de+Cuques/data=!4m7!3m6!1s0x12c9bfc10eac4501:0x759019c5c57841d5!8m2!3d43.3514548!4d5.4404169!16s%2Fg%2F1td1m1yb!19sChIJAUWsDsG_yRIR1UF4xcUZkHU?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0491061976, 0611759651"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""coralinebetta@live.fr\""], \""phones\"": [\""0491061976\"", \""0611759651\""], \""siret\"": null, \""rcs\"": \""RCS Marseille 480696350\"", \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:19:59"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 15, ""ia_opportunite"": 1, ""ia_signaux"": ""pas_https(+15)""}","RCS: RCS Marseille 480696350 | Email: coralinebetta@live.fr | Tel: 0491061976, 0611759651",2026-09-17T12:02:04,legacy_maps,6600,+33611759651,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",146,ART DE L'IMMOBILIER - agence immobilière Marseille 13013 Allauch Plan de Cuques,qualifie,Marseille,immobilier,ART DE L'IMMOBILIER - agence immobilière Marseille 13013 Allauch Plan de Cuques,http://www.art-de-immobilier.com/
7,contact@aixty.com,2026-09-14T14:46:32,5,5.0,,0,"
7 Rue Pascal Ruinat, 13005 Marseille, France",0,"{""legacy_id"": 386, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""estimation immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/AIXTY+Marseille+Immobilier+-+Agence+immobili%C3%A8re+pour+la+Transaction+%28+Vente+-+Achat+%29+-+Gestion+-+Investissement+immobilier/data=!4m7!3m6!1s0x12c9bf99b912331f:0x431593e1b3913838!8m2!3d43.2920797!4d5.4087277!16s%2Fg%2F11y28_jr65!19sChIJHzMSuZm_yRIRODiRs-GTFUM?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""email_2"": ""isaurinda.lopes@aixty.com"", ""telephone_2"": ""0442123892, 0491588003, 0679927805, 0201600000"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""contact@aixty.com\"", \""isaurinda.lopes@aixty.com\""], \""phones\"": [\""0442123892\"", \""0491588003\"", \""0679927805\"", \""0201600000\""], \""siret\"": \""81457699700021\"", \""rcs\"": \""RCS  814576997\"", \""capital\"": null, \""adresse\"": \""1695 Route d'Eguilles 13090 Aix-en-Provence Téléphone\"", \""editeur\"": \""Le présent site est la propriété de la société AIXTY immobilier\""}"", ""date_scraping"": ""2026-06-01 20:19:59"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 5, ""ia_opportunite"": 1, ""ia_signaux"": ""no_webp(+5)""}","Editeur: Le présent site est la propriété de la société AIXTY immobilier | SIRET: 81457699700021 | RCS: RCS  814576997 | Adresse: 1695 Route d'Eguilles 13090 Aix-en-Provence Téléphone | Email: contact@aixty.com, isaurinda.lopes@aixty.com | Tel: 0442123892, 0491588003, 0679927805, 0201600000",2026-09-17T12:02:04,legacy_maps,6596,+33491588003,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",146,AIXTY Marseille Immobilier - Agence immobilière pour la Transaction ( Vente - Achat ) - Gestion - Investissement immobilier,qualifie,Marseille,immobilier,AIXTY Marseille Immobilier - Agence immobilière pour la Transaction ( Vente - Achat ) - Gestion - Investissement immobilier,https://aixty.com/
11,,2026-09-14T14:46:32,0,5.0,,0,,0,"{""legacy_id"": 394, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""audite"", ""categorie"": ""Agence immobilière"", ""mot_cle"": ""courtier immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Immopr%C3%AAt+Paris+Le+Marais+-+R%C3%A9publique+%28ex+Ace+Cr%C3%A9dit%29+-+Courtier+en+pr%C3%AAt+immobilier/data=!4m7!3m6!1s0x47e66d6da3d0b8f1:0x8d63da9d0cf07053!8m2!3d48.8596533!4d2.3788086!16s%2Fg%2F11v5byn1jc!19sChIJ8bjQo21t5kcRU3DwDJ3aY40?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-01 20:21:10"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 8.0, ""approuve"": 0, ""template_used"": ""maquette"", ""template_variant"": ""v1"", ""profile"": ""A"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-27 14:16:56"", ""lien_rapport"": ""local://immoprt-paris-le-marais-rpublique-ex-ace-crdit-cou/"", ""ia_opportunite"": 2, ""ia_signaux"": ""Pas de site, pas de telephone - a verifier"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:19:03,legacy_maps,6585,,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",150,Immoprêt Paris Le Marais - République (ex Ace Crédit) - Courtier en prêt immobilier,qualifie,Paris,Agence immobilière,Immoprêt Paris Le Marais - République (ex Ace Crédit) - Courtier en prêt immobilier,
548,,2026-09-14T14:46:32,0,4.5,,0,"
7 Bd Raspail, 75007 Paris, France",0,"{""legacy_id"": 563, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""audite"", ""categorie"": ""Agence"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/L%27Agence+Bac+Saint+Germain+Immo+Paris+7eme/data=!4m7!3m6!1s0x47e671d5bfc01711:0xb17f95a2ade9fdc0!8m2!3d48.8552502!4d2.3260969!16s%2Fg%2F11b7q6_3n5!19sChIJERfAv9Vx5kcRwP3praKVf7E?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 8.0, ""approuve"": 0, ""template_used"": ""maquette"", ""template_variant"": ""v1"", ""profile"": ""A"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-27 14:14:43"", ""ia_opportunite"": 5, ""ia_signaux"": ""Pas de site, telephone present - a contacter (creation)"", ""ia_reco"": ""a_contacter""}",,2026-09-17T12:19:03,legacy_maps,6440,+33142223030,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",150,L'Agence Bac Saint Germain Immo Paris 7eme,qualifie,Paris,Agence,L'Agence Bac Saint Germain Immo Paris 7eme,
7349,,2026-09-14T14:46:32,0,4.7,,0,"
15 Ave Parmentier, 75011 Paris, France",1,"{""legacy_id"": 566, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Paris+11+Orpi+Nouallet/data=!4m7!3m6!1s0x47e66df75625c281:0x34b17915193dafd6!8m2!3d48.8600457!4d2.3785844!16s%2Fg%2F1v6qgy8m!19sChIJgcIlVvdt5kcR1q89GRV5sTQ?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 2, ""ia_signaux"": ""calendly.com = plateforme RDV — pas de site propre"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,6436,+33155252050,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,Agence immobilière Paris 11 Orpi Nouallet,qualifie,Paris,immobilier,Agence immobilière Paris 11 Orpi Nouallet,https://calendly.com/nouallet-ambroise-immobilier/
7558,,2026-09-14T14:46:32,0,4.7,,0,"
47 Av. de Villiers, 75017 Paris, France",0,"{""legacy_id"": 561, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Prestige+Investissement+-+Agence+Immobili%C3%A8re+Paris+17+-+Gestion+Locative,+Achat,+Vente+%26+Location/data=!4m7!3m6!1s0x47e66e7634bb4a79:0x830267a13cd9e4f9!8m2!3d48.8830394!4d2.3073831!16s%2Fg%2F1td4jffw!19sChIJeUq7NHZu5kcR-eTZPKFnAoM?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0140360263"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [\""0140360263\""], \""siret\"": null, \""rcs\"": \""RCS PARIS 521494401\"", \""capital\"": \""10 000 €\"", \""adresse\"": \""47 Avenue de Villiers 75017 Paris SARL unipersonnelle appartenant à la SARL GROUPE PRESTIGE INVEST au capital de\"", \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 2, ""ia_signaux"": ""308 redirect loop (site injoignable)"", ""ia_reco"": ""a_verifier""}",RCS: RCS PARIS 521494401 | Adresse: 47 Avenue de Villiers 75017 Paris SARL unipersonnelle appartenant à la SARL GROUPE PRESTIGE INVEST a | Capital: 10 000 € | Tel: 0140360263,2026-09-17T12:02:04,legacy_maps,6435,+33140360263,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,"Prestige Investissement - Agence Immobilière Paris 17 - Gestion Locative, Achat, Vente & Location",qualifie,Paris,immobilier,"Prestige Investissement - Agence Immobilière Paris 17 - Gestion Locative, Achat, Vente & Location",https://www.prestigeinvest.fr/
84,,2026-09-14T14:46:32,20,5.0,,0,"
10 Rue Cambon, 75001 Paris, France",0,"{""legacy_id"": 550, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/SEPTEMBER+%E2%80%94+Agence+immobili%C3%A8re+Paris/data=!4m7!3m6!1s0x47e66fe3fd85624f:0xfe4d4537fa9e36d9!8m2!3d48.8669637!4d2.3260009!16s%2Fg%2F11h_c9_wnp!19sChIJT2KF_eNv5kcR2Tae-jdFTf4?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": \""222 Bd Gustave Flaubert 63000 Clermont-Ferrand Droits des utilisateurs Conformément à la réglementation européenne et à la loi Informatique et libertés du\"", \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 20, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_webp(+5)"", ""ia_reco"": ""a_verifier""}",Adresse: 222 Bd Gustave Flaubert 63000 Clermont-Ferrand Droits des utilisateurs Conformément à la réglementat,2026-09-17T12:02:04,legacy_maps,6431,+33142337698,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,SEPTEMBER — Agence immobilière Paris,qualifie,Paris,immobilier,SEPTEMBER — Agence immobilière Paris,http://www.september.immo/
8212,a.daiu@fredelion.com,2026-09-14T14:46:32,0,4.8,,0,"
26 Rue de Turin, 75008 Paris, France",0,"{""legacy_id"": 573, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+FREDeLION+%E2%80%93+Paris+8+Europe/data=!4m7!3m6!1s0x47e66e4b59dd0077:0xe7aef7c81829aee1!8m2!3d48.8817473!4d2.3246528!16s%2Fg%2F11f30pllnh!19sChIJdwDdWUtu5kcR4a4pGMj3ruc?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""a.daiu@fredelion.com\""], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": \""La responsabilité de l'édition de ce site sera portée par Fredelion\""}"", ""date_scraping"": ""2026-06-01 22:34:40"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 35, ""ia_signaux"": ""fredelion.com = réseau Fredelion — grand compte"", ""ia_reco"": ""a_verifier""}",Editeur: La responsabilité de l'édition de ce site sera portée par Fredelion | Email: a.daiu@fredelion.com,2026-09-17T12:02:04,legacy_maps,6427,+33144909017,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,Agence immobilière FREDeLION – Paris 8 Europe,qualifie,Paris,immobilier,Agence immobilière FREDeLION – Paris 8 Europe,https://www.fredelion.com/agences/paris-8-europe/
9233,agence@twinbi.com,2026-09-14T14:46:32,25,4.9,,0,"
Arrondissement FR, 188 Bd Voltaire, 75011 Paris, France",0,"{""legacy_id"": 577, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Paris+11+-+L%27immobilier+sur+Mesure/data=!4m7!3m6!1s0x47e66d553515285b:0x34b102af6ccfbb30!8m2!3d48.8542263!4d2.3854728!16s%2Fg%2F11gmg5029k!19sChIJWygVNVVt5kcRMLvPbK8CsTQ?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0184251818, 0153251622"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""agence@twinbi.com\""], \""phones\"": [\""0184251818\"", \""0153251622\""], \""siret\"": \""42476141900011\"", \""rcs\"": null, \""capital\"": \""500 000 €\"", \""adresse\"": \""135 rue de Fontenay 94300 VINCENNES CONCEPTION GRAPHIQUE\"", \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:34:40"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 25, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_favicon(+5); no_og(+5)"", ""ia_reco"": ""a_verifier""}","SIRET: 42476141900011 | Adresse: 135 rue de Fontenay 94300 VINCENNES CONCEPTION GRAPHIQUE | Capital: 500 000 € | Email: agence@twinbi.com | Tel: 0184251818, 0153251622",2026-09-17T12:02:04,legacy_maps,6425,+33184251818,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,Agence immobilière Paris 11 - L'immobilier sur Mesure,qualifie,Paris,immobilier,Agence immobilière Paris 11 - L'immobilier sur Mesure,http://www.immobilier-surmesure.com/contact/
9157,,2026-09-14T14:46:32,0,4.9,,0,"
124 Bd Richard-Lenoir, 75011 Paris, France",0,"{""legacy_id"": 586, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+l%27Adresse+Paris+11+Oberkampf/data=!4m7!3m6!1s0x47e66dfcd7bc4997:0x9a2d51cbfb75488d!8m2!3d48.8652022!4d2.3706465!16s%2Fg%2F11csq7ndgh!19sChIJl0m81_xt5kcRjUh1-8tRLZo?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:34:41"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 35, ""ia_signaux"": ""réseau LAdresse (ladresse) — grand compte"", ""ia_reco"": ""a_verifier""}","Acheter Louer Connexion Agence Immobilière l'Adresse Oberkampf Paris 11 🏡 Depuis plus d’une décennie, L’adresse Paris-Oberkampf est votre agence immobilière de confiance à Paris (📍124 bd Richard-Lenoir). Nous sommes spécialisés en transaction (vente & achat d'appartements) et en gestion locative. Vous êtes propriétaire ? Confiez-nous votre bien : nous gérons la mise en location, la sélection des locataires, les baux et le suivi complet. 📑 Vous souhaitez vendre ou connaître la valeur de votre bien ? Profitez d’une estimation fiable et gratuite, réalisée par nos experts. 🔍 Une équipe locale, réactive et engagée pour concrétiser tous vos projets immobiliers à Paris. 🤝 Contactez-nous dès aujourd’hui ! Nous faisons partie du réseau L'ADRESSE (350 agences en France et 80 en IDF) réseau coopératif créé en 1999. Estimer Acheter Louer Quel type de bien ? Maison Appartement Demeure de Prestige Fonds de commerce Parking / box Immeuble Domaine agricole Domaine forestier Terrain Bureaux Cession de bail Entrepôt / Local industriel Loft Murs Entreprise Longère Villa Etang Moulin Manoir Programme Neuf Riad Corps de ferme Local commercial Terrain de loisirs Bastide Château Hotel particulier Bergerie Hameau Grange Lotissement Local d'activité Chalet Maison de village Mas Exploitation Agricole Cave Propriété de chasse Propriété de loisirs Propriété d'agrément Bois de chasse Territoire de chasse Marina Péniche Chambre Immeuble de rapport Maison de maître Maison bourgeoise Maison de ville Maison de pays Fermette Ferme Demeure Maison d'architecte Mobil Home Dépendance Grange aménagée Maison de gardien Demeure Contemporaine Haras Ecurie Propriété Equestre Rechercher Plus de critères Vous souhaitez acheter un bien ? Simulez votre financement. Vous voulez vendre votre maison ou appartement ? Estimez la valeur de votre bien. Agence immobilière l'Adresse à Paris 11 Agence immobilière Paris – Paris-Oberkampf Depuis plus de 10 ans, l'agence L’adresse Paris-Oberkampf, située au 124 boulevard Richard-Lenoir, est une référence en matière de transaction immobilière, de location et gestion locative d'appartements sur la commune de Paris.Nous sommes spécialisés sur le secteur de Paris. Notre parfaite connaissance du marché local nous permet de vous offrir un accompagnement sur mesure, que vous soyez propriétaire, vendeur, investisseur ou futur acquéreur. 🔑 Nos services : • Estimation immobilière Paris Vous souhaitez vendre un appartement à Paris ? Notre équipe réalise des estimations précises et gratuites, basées sur les prix au m² du quartier et les données du marché local. Que ce soit pour une vente d'appartement ou une estimation de maison à Paris 11, nous vous aidons à vendre dans les meilleures conditions. • Gestion locative Paris Nous proposons un service complet de gestion locative : recherche de locataire, rédaction du bail, état des lieux, encaissement des loyers et suivi administratif. Vous êtes propriétaire bailleur à Paris ? Déléguez la gestion de votre appartement à une agence de proximité fiable et expérimentée. • Mise en location d'appartements à Paris Vous cherchez une agence pour mettre en location votre bien ? Nous assurons une location rapide et sécurisée, que ce soit pour un studio, un T2, T3,T4, immeuble, location de locaux commerciaux, un appartement meublé, vide",2026-09-17T12:02:04,legacy_maps,6419,+33181697650,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,Agence immobilière l'Adresse Paris 11 Oberkampf,qualifie,Paris,immobilier,Agence immobilière l'Adresse Paris 11 Oberkampf,https://www.ladresse-paris-oberkampf.com/
